Timestep,IMU1_tick,IMU1_ax,IMU1_ay,IMU1_az,IMU1_gx,IMU1_gy,IMU1_gz,IMU2_tick,IMU2_ax,IMU2_ay,IMU2_az,IMU2_gx,IMU2_gy,IMU2_gz,IMU3_tick,IMU3_ax,IMU3_ay,IMU3_az,IMU3_gx,IMU3_gy,IMU3_gz,IMU4_tick,IMU4_ax,IMU4_ay,IMU4_az,IMU4_gx,IMU4_gy,IMU4_gz,IMU5_tick,IMU5_ax,IMU5_ay,IMU5_az,IMU5_gx,IMU5_gy,IMU5_gz,move,label,qw,qx,qy,qz,roll,pitch,yaw,bgx,bgy,bgz,acc_lin_x,acc_lin_y,acc_lin_z
4824,570050,20369,-4864,1640,-1423,-16397,-1592,570050,4151,-27009,-8654,8121,-5903,-32534,570051,-10552,21528,9064,-4676,2359,-22000,570051,12369,32152,1632,-4490,701,-18710,570092,11936,31272,8304,2911,-2238,17840,82,1,0.39559677825950107,0.8388814728037773,0.3353334864639902,-0.1653254864598116,2.4231742788539803,0.5736372406766673,0.5399528588086558,0.0,0.0,0.0,20374.321977448384,-4869.421501250816,1646.2011502520727
4825,570093,22041,-2552,2064,-1773,-12640,496,570093,6915,-28923,-1738,5509,-9935,-20620,570094,-9448,26056,3536,-7424,2265,-29226,570094,1385,-32408,7216,-4102,3269,-14654,570135,14752,22960,1040,7467,-952,16236,82,1,0.45777513021198646,-0.19891497251587026,-0.3984551083655141,-0.7694857311775417,0.6204058003335157,-0.7354624511013532,-2.3139989896586988,0.0,0.0,0.0,22034.42042289973,-2556.2275917596335,2058.0833271750093
4826,570136,27096,896,3056,-2427,-13802,422,570136,12563,-28868,1408,2459,-1735,-29256,570137,-11936,26808,16448,-6612,1697,-24220,570137,8177,31672,3416,-4795,-947,-15978,570178,11056,32008,5288,2398,1664,15420,82,1,-0.40025355856607403,-0.8501498668919206,-0.3142957008121464,0.1351314364973817,2.394494398702273,0.5022055131528663,0.5078112316313245,0.0,0.0,0.0,27100.72052797396,890.1590753150315,3062.3063934775805
4827,570179,26009,-3288,4000,-7,-20296,862,570179,12803,32699,-2334,9456,3155,-28688,570180,-16920,19120,7888,-193,-12637,-26858,570180,13129,32352,368,-1572,2671,-14716,570221,14936,30344,1992,2963,-2660,15958,82,1,-0.3220060051122603,0.11762466817945677,0.43436858840685344,0.832946876765111,0.8279231332367099,-0.49574692323834785,-2.6252826117621644,0.0,0.0,0.0,26004.335086549323,-3294.353338418132,3994.1652714146353
4828,570222,25793,-5856,544,-141,-16270,328,570222,16995,-26556,2128,13776,3477,-26696,570223,-29584,18648,9248,-7526,371,-26812,570223,9361,-30880,4064,1475,-2061,-14238,570264,15312,20593,-3936,1119,-3094,16356,82,1,0.41650863712852443,0.8449978286086811,0.31500415495521455,-0.11520246180053793,2.3523613734410094,0.474726898200365,0.5128320413470324,0.0,0.0,0.0,25797.482576199796,-5862.191127214115,550.14384559166
4829,570265,27417,-7887,-2944,-4569,-16999,-1550,570265,18141,-23953,-1154,13484,4165,-28026,570266,-21216,19256,12120,-6114,8271,-22040,570266,10281,-29504,6888,2362,1519,-14106,570307,16768,-30448,8560,-3908,646,13590,82,1,0.5137673489331094,-0.2413660471975272,-0.29498650423869816,-0.7686146659721751,0.28187927116555195,-0.7398049168085897,-2.0730615066885782,0.0,0.0,0.0,27410.388907350738,-7889.014775442877,-2950.957335561849
4830,570308,28961,-679,-1248,-3141,-3929,-674,570308,24845,-21929,-2206,12724,2899,-24038,570309,-28464,15856,16704,-3822,8759,-17914,570309,14585,-32480,8936,489,-113,-12146,570350,18464,24008,3016,4571,-3842,14826,82,1,-0.4696092398899813,-0.8784127123887946,0.04007915125673613,-0.07906914795452442,2.159341232561638,-0.17748411206145256,0.003912605973040634,0.0,0.0,0.0,28959.268598981664,-687.0285416005805,-1242.6413476970458
4831,570351,29777,-4951,-4760,-625,-7654,610,570351,24157,-22762,1392,10318,11763,-26162,570352,-21856,15416,12272,-3846,14583,-21526,570352,10417,-30600,7584,-3683,-1747,-12604,570393,14920,24320,2912,3785,-4434,12492,82,1,-0.03127739758223535,-0.04868473873532029,0.5430266049432212,0.8377193008034344,1.1527629517432874,0.04761736521447275,-3.035999494354856,0.0,0.0,0.0,29777.46679038677,-4959.952031828687,-4763.976633890051
4832,570394,30225,-1751,-7656,-2643,-10763,-2224,570394,27737,-22822,5122,13838,9543,-26150,570395,-26112,9624,10888,-5734,4861,-16538,570395,14873,29224,2056,327,-4889,-9476,570436,19744,-31408,3400,-636,22,12424,82,1,0.6701859017895507,0.6976623418053453,-0.17085988599112834,0.18688235130238182,1.6073380100004004,-0.5118343358861552,0.01386389741306643,0.0,0.0,0.0,30220.19692513451,-1759.5441961774432,-7655.687641647519
4833,570437,27465,-4295,-12088,3105,-11736,1914,570437,24045,-24704,7490,13876,15173,-25800,570438,29632,14784,13640,-4556,6437,-24034,570438,19785,-28512,1496,-2202,2999,-9878,570479,20360,18784,2392,2982,1098,9920,82,1,-0.36306493814636603,0.32684015448805614,-0.7027932383901926,-0.5171470082829688,1.9612277707510217,1.012894910869024,-2.9824688360039415,0.0,0.0,0.0,27473.319647884528,-4299.801006732789,-12086.02410079921
4834,570480,31481,-2023,-14976,-1577,-16983,-3190,570480,24001,-16322,7782,15314,12331,-22408,570481,-30736,15336,13672,-5368,22989,-20920,570481,14241,-26960,4544,4046,4909,-8044,570522,24456,20736,1952,2670,270,6088,82,1,-0.7553043909325751,-0.3420658216763851,0.4583776136980848,-0.31999408422544445,0.5735769305947183,-1.146545379567347,0.4251819681334572,0.0,0.0,0.0,31472.062735732077,-2025.1905249902659,-14979.390765679727
4835,570523,-31303,-5239,-15280,2890,2921,-484,570523,-32419,-16700,6798,10908,12847,-17590,570524,-27840,10832,12320,1950,23379,-18968,570524,20937,-28336,8488,2022,5555,-5394,570565,24976,29664,4856,1358,1979,-1370,82,1,-0.1403248462565248,-0.3634471900147909,-0.7854572607898924,-0.48090744334629937,2.0970289249589857,-0.12949216809495015,2.3494338705716555,0.0,0.0,0.0,-31304.266338394118,-5247.408867266186,-15275.115563226558
4836,570566,-29111,-5895,-20088,-18,4946,318,570566,-29581,-15128,12046,12528,17205,-15344,570567,23208,11928,5936,752,26971,-19112,570567,19849,-30912,6648,-82,535,-2436,570608,22864,19569,-1936,-1292,6487,-2946,82,1,0.8103732243773342,0.4226077726430495,-0.13079013456708502,-0.38417684523391954,0.9115796905426429,0.11297476403090062,-0.8299581763270732,0.0,0.0,0.0,-29109.89445127807,-5902.702467797438,-20093.96826072448
4837,570609,-22607,-7959,-19912,1324,2682,1118,570609,31137,-15392,15006,7976,14421,-10178,570610,29560,8288,4392,1298,14971,-16152,570610,18817,-25768,312,176,4659,-3182,570651,27304,26633,-1248,-4972,5247,-284,82,1,0.0944673141805083,0.6258309360195581,0.36911797644183875,0.6805611548860889,1.6604999294934666,-0.8980179046231821,1.895529176510631,0.0,0.0,0.0,-22614.669715078642,-7965.086554671658,-19911.452544920707
4838,570652,-20535,-8103,-20944,-1170,6440,432,570652,-32745,-14604,17406,6008,8325,-6606,570653,24952,8920,3904,-1260,5029,-8188,570653,18521,-28448,3912,1098,3575,-490,570694,21928,25832,2936,-1292,417,-2204,82,1,-0.29410509689072084,-0.6510707957019108,-0.06422365472102616,0.6967670580195756,1.1147283355987034,1.237797597730064,-1.5071763444762998,0.0,0.0,0.0,-20525.732064841883,-8105.877944091305,-20945.411807329183
4839,570695,-22999,-7103,-22080,-1301,-5756,768,570695,31917,-12994,19994,3012,3167,-3416,570696,25184,9024,2272,-776,6765,-5716,570696,17857,-29720,3984,1332,2138,578,570737,22240,25481,-712,-274,87,-2660,82,1,-0.2992777181150346,0.718906682035798,0.21505667506548024,0.5893697111948648,-2.19052027259634,-1.3518506391890723,-0.20191695670879997,0.0,0.0,0.0,-23008.57253573759,-7101.266088942427,-22078.762867743728
4840,570738,-24079,-10095,-17928,-3044,1946,544,570738,-32451,-13572,16410,-113,-3024,760,570739,26456,8488,3024,1969,-118,948,570739,19329,-30856,3928,1409,-132,440,570780,23400,28952,3816,793,-1941,-3924,82,1,0.3883226664118494,-0.012867579149067965,-0.7513104696171374,0.5334533816570204,-1.728748090237763,-0.6062299259727171,2.5857388996595185,0.0,0.0,0.0,-24084.587566964776,-10087.041199734345,-17926.732333652697
4841,570781,-26951,-6975,-17928,-4355,-4490,162,570781,-31267,-10680,14112,-2835,-6480,4366,570782,25088,6456,5608,395,-6908,5992,570782,18201,-30288,5640,-2635,-1012,1176,570823,19872,25376,1600,3453,-877,-4360,82,1,-0.5556117215461396,0.09285120870126362,-0.6615236585226256,-0.4950360766025947,1.37832906854612,0.9738037407859013,2.278254290140633,0.0,0.0,0.0,-26942.8896063129,-6980.411090910774,-17929.054511080107
4842,570824,-29711,-5951,-18168,-4109,-5870,1036,570824,30219,-10988,13624,-7643,-10156,7042,570825,30904,5064,6456,-885,-10442,9380,570825,17793,-27832,5720,-3596,48,1596,570866,18496,23464,2544,2245,-4451,-3480,82,1,-0.4204604954158836,-0.1793959050669165,0.708961424422573,-0.5370323823761167,-1.6843200942233871,-0.9089573099754689,2.8148835488561894,0.0,0.0,0.0,-29718.73610690916,-5945.011934933175,-18167.317276873095
4843,570867,32465,-5471,-17016,-3839,-5738,1440,570867,32073,-13788,13722,-11627,-15274,8904,570868,32152,5376,4560,-445,-16506,12636,570868,17769,-30072,3544,-4379,-2190,2548,570909,17744,24921,-2120,1183,-6451,-3986,82,1,0.5828079300048814,-0.06584046198155785,0.6810478400916348,0.4383763107148918,1.4490305974275184,1.0189651518134357,2.20823441741863,0.0,0.0,0.0,32473.351009336096,-5476.103045198072,-17016.624465369234
4844,570910,31665,-2919,-18656,-2614,896,1918,570910,28897,-12524,12814,-9779,-12850,12546,570911,31472,7640,3656,1923,-20094,13292,570911,15041,-26488,1808,-3379,-1842,1920,570952,18976,26456,2688,-2707,-3017,-3824,82,1,-0.46501046720704836,-0.18322249680096847,-0.1275804246546712,0.8566901524465165,-0.05347859905177141,0.4473549449794979,-2.1591654789215258,0.0,0.0,0.0,31669.242183047372,-2918.5273878300713,-18664.828980969054
4845,570953,29793,-3511,-17064,-1742,3480,1586,570953,30251,-17180,11854,-6673,-9930,15180,570954,31448,8840,7696,7023,-11336,14186,570954,16177,-30792,4128,445,-712,1898,570995,17864,25152,1888,-2623,-365,-3700,82,1,-0.3045964083241425,-0.5690101473087879,-0.6738864911288863,-0.359618516444386,2.1601111512441493,0.001273639942401086,1.7384781085879635,0.0,0.0,0.0,29793.012490137764,-3519.1524742290417,-17058.549551196116
4846,570996,29753,-3951,-14568,-2396,11566,138,570996,28657,-18198,7552,-4185,-6878,16158,570997,-32408,8904,11936,7697,-8110,14994,570997,18217,-29040,3392,2654,3872,3136,571038,16232,26688,3536,-1622,757,-4784,82,1,0.5460171340663507,0.4011973349077128,-0.22434830069320652,-0.7004097570315451,0.9162260517668422,0.32257418511401714,-1.6571647703162364,0.0,0.0,0.0,29756.108796539076,-3958.378452024053,-14573.662527176966
4847,571039,32449,-4103,-15560,-2072,8325,-890,571039,27249,-21992,3274,-5013,-8682,18366,571040,-31144,11832,12056,6513,-6718,17190,571040,19201,-28824,2864,2018,3118,5498,571081,18144,28240,2528,-2926,5601,-5276,82,1,0.24696467038174394,0.5726390801074437,0.7340330271827602,0.26886511585151857,2.3957806080802047,0.05466232147726896,1.7951930255750495,0.0,0.0,0.0,32449.53578734251,-4109.644544673256,-15552.807410603184
4848,571082,31041,-2543,-14408,-1424,7499,-1252,571082,26899,-23982,3932,-5895,-9532,21966,571083,-31840,13328,10776,7277,-6208,18566,571083,16689,-30383,-256,1011,-1014,7888,571124,17024,27864,496,-3600,671,-7958,82,1,-0.5594565454594981,-0.41750113233210173,0.2920855477910465,0.6537485839491676,1.055577075156811,0.2208542513089207,-1.5968339912216138,0.0,0.0,0.0,31043.148276179578,-2551.3263215603997,-14412.714622249086
4849,571125,30177,-1471,-10120,2490,-30647,-386,571125,26679,-22174,4498,-4075,-11268,23596,571126,-27768,16784,8856,9427,-6130,15594,571126,16769,-29504,5560,3108,1250,9450,571167,16016,26512,3520,-4594,3011,-9076,82,1,0.3312954555068425,0.6012210328532462,0.6062180429526673,0.40159217524004076,2.0481743475188985,-0.08130631197000654,1.6285724058299675,0.0,0.0,0.0,30176.20353566629,-1479.681517717285,-10115.509200637738
4850,571168,32033,-2615,-8568,1846,12311,-438,571168,25811,-23550,946,-5319,-10072,24436,571169,-25040,19344,13336,11063,-8830,16088,571169,14585,-31688,5912,3586,2102,10422,571210,20976,28480,2888,-6316,8345,-11164,82,1,-0.6714421166567053,-0.364287332021368,0.4129391497096378,0.495924875707398,1.158068013025342,-0.19443394168110448,-1.3996741314050396,0.0,0.0,0.0,32031.105245642906,-2623.8139160299465,-8571.859426688748
4851,571211,31857,-3799,-5952,1038,7023,-534,571211,22301,-27593,-2534,-5215,-9078,25016,571212,-26856,22416,13736,11231,-9806,18464,571212,17721,-30032,7064,762,2342,12476,571253,20408,29424,6408,-6371,-673,-15180,82,1,-0.3264389064910008,-0.6231381541603727,-0.6115129464961937,-0.3621993890471199,2.1237621493038854,-0.05218095929140613,1.5810834723167204,0.0,0.0,0.0,31856.48851178715,-3807.3338118555826,-5946.856426924173
4852,571254,30473,-3903,-4032,-424,9899,-786,571254,18387,-28197,-3180,-2991,-5656,25988,571255,-25264,21728,14256,9405,-5430,21340,571255,15081,-32128,7424,915,-3544,16700,571296,16088,25912,4136,-1351,-1475,-18588,82,1,0.550501491820012,0.4167283055867623,-0.36507958629590165,-0.6245018194503044,1.1714126740634516,0.11882085231559106,-1.6177154940638248,0.0,0.0,0.0,30474.162494572745,-3911.971170880167,-4035.7864341575782
4853,571297,27577,-2656,1144,3864,-24392,522,571297,14469,-28927,-2638,-6955,-2244,28000,571298,-18512,22560,14296,7012,2344,24076,571298,13569,-28056,2792,221,-3768,18482,571339,10384,29680,7080,-2828,1449,-18036,82,1,-0.41026113257377095,-0.5365831201456768,-0.6515678404476526,-0.3452878618897559,2.0161331855705584,0.16481986897670214,1.6596443831786067,0.0,0.0,0.0,27578.609022605415,-2664.7302263008123,1148.167082818276
4854,571340,25273,-2471,-8,-856,13073,-658,571340,13157,-29325,-586,-7732,1826,28680,571341,-20688,19848,14208,4794,5126,31080,571341,7185,32256,5728,1699,-1178,19538,571382,10624,-30968,9152,-46,8673,-19822,82,1,0.5938764470392042,0.39947012917447927,-0.4182079585782246,-0.5593178746752602,1.232941653600772,-0.04988683545855969,-1.5462320625239925,0.0,0.0,0.0,25272.51098016094,-2480.2407491727677,-11.246505589937925
4855,571383,24737,-2624,1680,-1286,5927,-530,571383,11957,-28262,848,-5028,8180,29574,571384,-19072,21736,10432,-978,17620,-32698,571384,8161,-31864,4064,2874,2636,18516,571425,6088,24809,-2544,-404,4279,-19446,82,1,0.45253026496010457,0.4619840845402926,0.724125406797713,0.23964444528645332,2.126883260522378,0.44887636411552606,1.753369274400689,0.0,0.0,0.0,24741.255629944295,-2631.5039389733133,1684.663785788873
4856,571426,20033,-3120,1856,-1260,8950,40,571426,6217,-25338,748,2192,18616,29270,571427,-8664,18368,6032,2324,19130,30060,571427,2593,-29960,1720,1388,10436,19410,571468,-88,30560,6024,-10590,3203,-17100,82,1,-0.648658096629953,-0.29205353614377627,0.42064049331279607,0.563035506063241,1.0620054705209676,-0.21856675827559507,-1.5583958100193438,0.0,0.0,0.0,20030.873617191573,-3128.3607266113236,1851.3366180828464
4857,571469,17873,-2480,3488,274,7444,1560,571469,4679,-24004,1426,-4232,8300,28000,571470,-10392,23616,2736,2458,3486,26646,571470,1345,-30440,4200,6889,-68,17588,571511,344,28184,5072,-8819,-1311,-12776,82,1,-0.5248024610603731,-0.4916344453863918,-0.5487465091931162,-0.4263275942546527,1.6576321309344888,0.15742176535965124,1.5361165357300766,0.0,0.0,0.0,17874.537411824407,-2489.648895246337,3488.8399819223614
4858,571512,20681,-1143,-1224,1036,8228,2518,571512,8033,-24550,246,-3404,10332,26778,571513,-12064,21121,-160,7038,4440,19530,571513,-887,-30336,9408,4419,-2526,15254,571554,680,31280,5088,-10685,-3945,-8356,82,1,0.6974918662383097,0.1768953981067623,-0.41266058591343735,-0.5585018849508286,0.8701825584648253,-0.3877020061521463,-1.5323611480580632,0.0,0.0,0.0,20677.292478505213,-1149.9402606711262,-1229.8529864518039
4859,571555,23217,-2136,408,430,19284,2220,571555,8933,-26047,-596,-4696,9452,23834,571556,-11984,29328,5984,8933,-6050,13748,571556,-7767,-31136,8992,6129,-2340,7184,571597,5272,32136,6856,-7777,-1523,-9408,82,1,0.47337883462862734,0.5238696890174861,0.6580166365057346,0.26170046606004516,2.0293463039956494,0.35627802166450623,1.5739397922884402,0.0,0.0,0.0,23220.420445895932,-2144.2413533880385,412.0682955188845
4860,571598,29089,-4832,1720,-704,14025,-464,571598,3223,-30624,1842,-3436,12966,19506,571599,-7040,28592,3592,9131,-6066,13344,571599,-3775,32520,7416,7788,1880,4476,571640,5080,30864,7400,-9697,-6593,-10262,82,1,-0.6185546706073093,-0.3029420111265893,0.4813844917887778,0.5421118228093911,1.1957722486461828,-0.2703496052980733,-1.623984944843317,0.0,0.0,0.0,29086.380954069435,-4840.793631296927,1716.5383484794381
4861,571641,32505,-5424,5168,-1804,14207,-1030,571641,-2795,-32264,2990,-4324,9514,18004,571642,-7488,28312,6432,10963,-4298,20014,571642,193,-31784,8712,5945,-3148,5634,571683,-14520,28352,21952,-8203,-10209,-6300,82,1,-0.47978943039747235,-0.4953213028768729,-0.6985217881142713,-0.19111834272216607,2.131923888525959,0.5017456605929174,1.6266201679444001,0.0,0.0,0.0,32509.716574695158,-5431.279481242862,5172.5753098476835
4862,571684,-28471,-1096,3544,-2374,10615,-442,571684,795,32604,7132,807,-11590,14308,571685,-23552,-32328,10848,3637,-11848,11754,571685,-12191,-29080,18104,3229,-12324,5714,571726,-15040,29672,17520,2459,-2936,1066,82,1,0.5609121811238735,0.3147847350700685,-0.45266702492761546,-0.6175602482162426,1.1649326119039203,-0.11929859635307154,-1.7454951792556423,0.0,0.0,0.0,-28472.16714647454,-1104.9459350905922,3540.155731710146
4863,571727,-21047,-10527,-4704,-3441,-369,-408,571727,19171,27419,-3786,765,-5821,-962,571728,-31312,24640,10488,3186,2575,-140,571728,-16359,28936,15896,743,-2189,-3040,571769,4064,-22600,1016,1288,7494,6064,82,1,0.2066092402333068,-0.557010678808241,0.5740501330675973,-0.5634875067549165,-1.8793763169177122,-0.40120614683076344,-1.8959691602656705,0.0,0.0,0.0,-21050.829781154865,-10518.398516061558,-4701.2581694827995
4864,571770,31577,-3632,2312,-2534,3558,2942,571770,2039,-29469,-3866,-2534,18575,-2158,571771,-1576,-28840,13112,-10920,17987,-2548,571771,-207,-29232,8376,-2310,3207,-4304,571812,12896,24888,9872,3260,1623,-1080,82,1,-0.3370699143032876,0.5912734481116243,0.7326379117126034,0.004612239278285198,-2.6722875429426303,-0.5228536752958256,1.655800967984535,0.0,0.0,0.0,31572.103004354343,-3628.1573350185445,2319.5778455849418
4865,571813,28609,-2128,7184,-2534,11666,296,571813,-14063,26816,3152,-10284,22317,-6218,571814,7424,29880,3968,4478,3034,1982,571814,4993,25080,8248,-956,6451,-4632,571855,-1784,-29336,6992,-1215,-593,-1950,82,1,-0.5931724637891548,0.09012776430424796,-0.3387754264204933,0.7247445237857509,-0.6703605970515282,0.2747073810472863,-1.8660226075244446,0.0,0.0,0.0,28611.66020386877,-2122.135879388905,7176.603663808505
4866,571856,-31079,-3384,7000,1606,11110,1608,571856,-3449,-26687,-6706,1693,-11085,-100,571857,-10352,-27192,6272,4201,-16767,-5148,571857,1057,-27936,3648,-1982,2122,94,572498,-1968,28416,10120,-1539,-4761,-1542,83,1,0.21113203132438407,-0.8412576631701004,-0.4942469955570526,0.058555246470732826,-2.7129406926738366,-0.11040681165894747,1.0383141475994808,0.0,0.0,0.0,-31080.080522632365,-3379.948731788203,7008.865104677303
4867,572499,32201,-2560,5688,-1357,-445,-694,572499,-2331,32687,-1472,1032,1816,120,572500,-7776,31104,3912,-119,-1157,-252,572500,-871,-32576,9656,418,1090,90,572541,-3688,30872,6736,-178,1118,2222,83,1,-0.816982981140108,-0.0009852207257013326,-0.5070383342475344,-0.27468157104368895,0.5230866251617212,0.975428255882214,0.9307762336227892,0.0,0.0,0.0,32209.11933874583,-2562.7474113486332,5683.235710605518
4868,572542,-32671,-4056,4928,-970,1064,156,572542,227,32695,-3778,1727,-579,-172,572543,-13096,30248,5304,2565,-5709,-2290,572543,481,-32696,10528,-608,2072,396,572584,6280,-31728,4712,700,6978,1036,83,1,0.344215135186298,0.6926791012031034,-0.45008923834960546,-0.446241281132765,1.9643293385356606,0.31345693570372785,-1.3626506405832668,0.0,0.0,0.0,-32667.976129641793,-4064.6157113756913,4931.5771650465185
4869,572585,-31671,-5744,5344,-596,3652,20,572585,-1853,-32489,-2994,510,2586,92,572586,-4984,-31448,5480,-1652,8486,2616,572586,961,-32248,10592,-176,878,356,572627,-1312,28320,9120,-581,-513,-412,83,1,0.5672794867210902,0.4011075006184381,0.3955381705971792,0.6007131699020115,1.1965990942203546,-0.033145804454442644,1.6054357901156708,0.0,0.0,0.0,-31671.324989787594,-5753.123029317914,5340.417388951484
4870,572628,-32567,-3760,6568,-1684,2647,-362,572628,-1649,-32691,-3084,880,1645,-190,572629,-7160,31784,4552,-439,-141,-438,572629,-47,-32496,9656,-26,2449,-64,572670,-3184,31944,4592,-584,2790,2482,83,1,-0.030806513720829116,-0.8382081719842194,0.21354848502558021,0.5008543337882995,2.6503569667918314,0.9728314508562939,-0.7625001185724515,0.0,0.0,0.0,-32558.894970267967,-3762.604233492814,6572.867940548146
4871,572671,-32607,-3952,5264,-2059,-148,40,572671,-695,-32647,-2536,1204,1086,228,572672,-12080,30800,6976,1815,-5277,-2546,572672,-527,32464,8232,80,3872,158,572713,5496,32416,7080,314,5596,392,83,1,-0.8308082230474108,0.030127992589899608,-0.4701306864586162,0.29635643780632975,-0.5338230096983688,0.8684362126913581,-0.937535547137027,0.0,0.0,0.0,-32599.51439153762,-3948.776419999248,5258.5461406188615
4872,572714,-31687,-4632,5672,-968,2908,150,572714,-1955,-32611,-3048,850,2436,384,572715,-4216,-31544,4224,-1168,7428,2416,572715,945,-32192,10600,-72,3200,54,572756,-2824,28160,10736,-809,-2617,-990,83,1,0.41325616245363517,-0.040743239576577404,-0.8971454864915693,-0.15062970719849877,2.7732734637739123,-0.8537896146396696,-3.0633059985032,0.0,0.0,0.0,-31694.39201825687,-4634.320240976965,5678.012065545338
4873,572757,-32639,-2784,4848,-532,2280,144,572757,-921,-32689,-2310,936,1021,-280,572758,-8288,31336,4240,309,-901,-328,572758,-1175,-32120,9576,-425,-1370,242,572799,-3744,31864,8440,-446,1136,3178,83,1,0.888846373630013,-0.0041229339274748015,0.3997410105237906,-0.2239246525196005,-0.26733901378866615,0.7877534281890164,-0.6052383162080045,0.0,0.0,0.0,-32632.049338305347,-2782.17250092597,4841.327749003269
4874,572800,-31415,-4208,4264,-688,794,220,572800,-1041,-32357,-1650,796,755,-1108,572801,-14424,30888,5776,881,-2397,-2496,572801,-735,-31760,10832,-279,-1643,-464,572842,-864,-32736,8392,434,1128,3654,83,1,-0.16890107559776435,-0.3211364592932807,0.8354806377701407,0.4126934759427295,2.2173030752233536,-0.017166156511556053,-2.3991157634290667,0.0,0.0,0.0,-31415.1683342211,-4215.826446158136,4269.906673204631
4875,572843,-31903,-4456,5320,320,1702,240,572843,-929,-32535,-3950,252,1331,-2180,572844,-8216,-32016,5504,-3234,1827,-3352,572844,369,32624,9504,-739,-3165,-650,572885,-976,29976,9360,1634,2128,3850,83,1,-0.8195162875653637,-0.3357932276348332,0.0029768207359448908,-0.46435665304587936,0.6154623070585762,-0.32228500454245557,0.9277964580958987,0.0,0.0,0.0,-31906.106106784668,-4461.37023358661,5312.405062469645
4876,572886,-32703,-2952,6096,1598,1757,-132,572886,-787,32571,-4898,812,1909,-1820,572887,-10856,28832,4736,-2044,1527,-2938,572887,2409,32728,10128,-2197,-878,356,572928,1072,31744,9584,1572,1584,4490,83,1,0.16302297704796692,-0.2216443123656963,-0.9349735052838587,-0.22387910167670844,2.7532353779676586,-0.41598091508676865,2.7590253424435356,0.0,0.0,0.0,-32706.962743580323,-2955.3967864902547,6104.302342385057
4877,572929,32745,-2824,5520,1310,557,-222,572929,-3471,32461,-2428,759,-3353,-1678,572930,-11664,30200,7800,-4274,3929,-4748,572930,1881,-32632,9928,-1041,-1648,976,572971,304,31000,9464,2606,2228,4496,83,1,0.5385337654155564,0.36260252731297665,-0.2390159852538256,0.7220610427704347,0.07273672546454164,-0.8963914040058383,1.824954566683517,0.0,0.0,0.0,32737.340234811498,-2824.4450173988234,5513.892599489616
4878,572972,-31519,-4984,5168,2110,1780,140,572972,-1083,-31913,-3078,1359,-2111,-1954,572973,-9152,31352,4560,-4666,6453,-3824,572973,-959,-31584,9392,-851,-3252,994,573014,-1448,30224,9752,3278,4792,5472,83,1,-0.13987513935823986,-0.052845503619108364,0.8704179931828432,0.4690573688583389,2.130480973703722,-0.195161050254374,-2.912048475957914,0.0,0.0,0.0,-31520.901749996297,-4992.152616200121,5173.107698137871
4879,573015,-30239,-4216,4848,1501,-394,44,573015,1729,32505,-826,-173,-635,-2786,573016,-9632,30632,6280,-4150,1889,-6332,573016,-3071,-31632,10672,-583,-2548,128,573057,-64,31424,9880,4578,3376,6412,83,1,0.24917536400597737,0.0050587571118414915,0.5454381222252113,-0.8002395277492905,-1.135360948501029,0.2837065270984784,-2.719513811547239,0.0,0.0,0.0,-30236.254962542145,-4207.463887262708,4844.028862516393
4880,573058,-31423,-3232,3288,1419,-4414,1098,573058,3661,32383,-2156,226,397,-5638,573059,-11216,28328,6392,-3919,-971,-9990,573059,-3431,-32072,11784,-1321,-1161,-1344,573100,-1840,31440,7416,5583,-778,7194,83,1,0.6932701806625137,-0.5412096372573103,-0.45877387689713733,-0.12647179535669828,-1.5814564766967376,-0.8835627708727755,0.530943889899617,0.0,0.0,0.0,-31430.580579735597,-3225.779003548498,3288.066319266878
4881,573101,-31991,-3288,3496,1949,-3312,2530,573101,5627,-31849,-1326,-1456,183,-9632,573102,-12984,26952,5712,-6111,-3831,-12958,573102,-6415,-31528,14920,-4523,-2543,-1260,573143,528,32136,4160,5646,598,10242,83,1,-0.016371154399720072,-0.06138786072708368,-0.2649301779982259,0.9621722905201547,-0.5374411626416264,0.12714813923707927,3.1405610745637644,0.0,0.0,0.0,-31989.756459677545,-3283.0201147571292,3487.643880406746
4882,573144,29937,-2904,2296,1409,-6920,2278,573144,7761,-29722,4454,273,-3915,-14528,573145,-15720,26288,6408,-6855,-1317,-13238,573145,-6215,-30392,12480,-8005,-1855,-4652,573186,200,28872,6960,6022,1154,12222,83,1,-0.5309657462624977,0.8119566987418227,0.21322485377085004,0.11548531247993936,-2.0373721850683,-0.4268091736810807,0.24819942162457517,0.0,0.0,0.0,29932.940357443684,-2896.0272552217843,2300.015597992689
4883,573187,24593,-1752,1696,4461,-12630,2048,573187,4915,-26482,4632,735,-9157,-25634,573188,-13128,23752,4416,-7964,5023,-15504,573188,-6527,-32728,11000,-9080,241,-12210,573229,1872,29728,4392,6638,2528,15238,83,1,-0.0899376843956115,-0.028941549533800313,0.41176534450056057,-0.9063790049998248,-0.8438852549596778,-0.12687054939821998,3.0007990942606475,0.0,0.0,0.0,24591.759159976802,-1744.7310653184259,1689.5352270840858
