Timestep,IMU1_tick,IMU1_ax,IMU1_ay,IMU1_az,IMU1_gx,IMU1_gy,IMU1_gz,IMU2_tick,IMU2_ax,IMU2_ay,IMU2_az,IMU2_gx,IMU2_gy,IMU2_gz,IMU3_tick,IMU3_ax,IMU3_ay,IMU3_az,IMU3_gx,IMU3_gy,IMU3_gz,IMU4_tick,IMU4_ax,IMU4_ay,IMU4_az,IMU4_gx,IMU4_gy,IMU4_gz,IMU5_tick,IMU5_ax,IMU5_ay,IMU5_az,IMU5_gx,IMU5_gy,IMU5_gz,move,label,qw,qx,qy,qz,roll,pitch,yaw,bgx,bgy,bgz,acc_lin_x,acc_lin_y,acc_lin_z
4884,573230,20729,-2048,616,6051,-13851,-12,573230,-3209,-23589,-790,6709,-5683,28138,573231,-18376,20776,6928,-11212,1193,-16322,573231,6633,-28696,224,-11825,-4069,-18642,573272,4416,30584,9064,4987,-4224,17818,83,1,0.3875928883852029,-0.8670835380657526,-0.27772646880897633,-0.14424250209799086,-2.4088679409778284,-0.4841206117973392,0.4310486414119283,0.0,0.0,0.0,20724.435688864734,-2042.194160130771,622.4521059737009
4885,573273,16729,-5384,432,-2869,-16251,-1582,573273,6409,-29619,-3884,2447,-2941,-32334,573274,-13520,20544,9696,-9646,10353,-25528,573274,9073,-29264,1736,-5427,-815,-17812,573315,12792,26208,976,6791,-412,18086,83,1,-0.4337261867193795,-0.187198955409615,-0.4393969385898283,0.7640474307301226,-0.7524325070074545,0.7304617915034616,-2.4088206621231083,0.0,0.0,0.0,16735.543131026083,-5379.007885337642,426.66740102802856
4886,573316,21233,-4904,2880,-4447,-12986,944,573316,9771,-29594,1464,4185,-12883,-24566,573317,-7880,25456,8752,-7626,4837,32380,573317,3841,-31896,6648,-2442,807,-15298,573358,7504,27792,3464,4743,-4142,16338,83,1,-0.5307839791849799,0.8297912210095233,0.17206238266436955,0.010461044304630374,-2.0323241802195025,-0.20137514658210723,0.2839054369423003,0.0,0.0,0.0,21231.038504486005,-4895.396823383027,2884.2788166200776
4887,573359,25297,-184,1768,-4133,-14969,-1920,573359,9821,-27881,-1394,9242,3399,31094,573360,-14056,24800,11248,-5381,-1037,-25568,573360,12345,32176,2992,926,447,-18256,573401,12120,-32175,-2272,1632,2350,17016,83,1,0.3816633498639817,0.13439337398014878,0.6079170571008937,-0.6831605668410791,-1.2713651064514628,0.7045142863748898,-2.65234748168687,0.0,0.0,0.0,25303.351412478867,-176.86052469548213,1765.7959500636389
4888,573402,24801,-5511,-4048,-2159,-31215,-616,573402,13779,-29655,-1172,13581,-2885,-29964,573403,-15064,23328,1624,-2473,-7589,-32046,573403,11817,-28272,1464,-745,-5513,-13892,573444,14280,26617,-440,-3477,-3698,17060,83,1,0.6033917319649397,-0.719262884948315,-0.3289610903377505,-0.10180334560305912,-1.8745811870802849,-0.5745195526415612,0.43055150214775373,0.0,0.0,0.0,24795.670757086224,-5503.144717653398,-4045.5374619914355
4889,573445,28417,-4631,-3024,-1423,-32724,450,573445,18139,-30918,1366,15912,8245,-27566,573446,-25728,17880,7800,-3233,-11601,-25986,573446,12649,-30999,-384,2942,1961,-14798,573487,10944,27928,4216,-5691,-1656,17238,83,1,-0.356621986313792,-0.13462284657680365,-0.5894637446873242,0.7122007734876178,-1.2239112708109925,0.6588253361907891,-2.684093104401801,0.0,0.0,0.0,28423.003517901467,-4623.707636433985,-3026.636207626556
4890,573488,26265,-767,-3960,-3355,-17097,-1304,573488,21737,-18835,-554,26374,8693,-30690,573489,30128,16120,16376,-3938,11019,-22034,573489,13705,-31648,10200,6858,13,-14050,573530,17008,26344,9848,-2026,3118,17694,83,1,-0.5515467771510438,0.8086132600134422,0.1987878031637211,0.04923573557967432,-1.988072782053611,-0.3035469607790853,0.28376599621133264,0.0,0.0,0.0,26262.068724829005,-758.4446672857123,-3956.207337051325
4891,573531,26193,-4495,-12448,1262,1583,-558,573531,26623,-14701,-5398,19010,11019,-27258,573532,-22464,15640,21288,3100,-29013,-24670,573532,14545,-29120,13624,1770,251,-14652,573573,21384,31192,13208,-292,1222,12466,83,1,-0.6482407080713799,-0.3824541664268632,-0.16166539574427438,0.6382609926986738,0.4160318137204883,0.772331750300478,-1.3840686810135525,0.0,0.0,0.0,26199.843152282818,-4497.838782826723,-12454.42518195224
4892,573574,32545,-5775,-10288,1586,3881,-1630,573574,29351,-19063,-4748,3922,7543,-29076,573575,-20136,6080,13600,608,12267,-20200,573575,16713,-32768,12192,-2210,4715,-12978,573616,18448,26320,3176,7033,-6188,9684,83,1,0.491075449942539,-0.7289734432480477,-0.47631121318147324,-0.023879901599703154,-2.2111874505463236,-0.5266326588631355,0.8885325191472494,0.0,0.0,0.0,32540.07093141757,-5768.201898874877,-10282.934381752957
4893,573617,31033,-5199,-14432,-3049,-3493,-4312,573617,25393,-19774,4506,13642,9207,-26808,573618,-32192,14600,11512,-11003,-6805,-22490,573618,18409,-29080,6016,-6927,-3729,-8818,573659,19200,21289,-800,5185,-1600,10130,83,1,-0.6222259780927608,0.06320629723351794,-0.7632794325870239,-0.1620009381644631,2.3694585433581787,1.3266479589275098,2.691730399817679,0.0,0.0,0.0,31042.51581949516,-5200.6538598282505,-14430.301673992855
4894,573660,-32631,-1255,-11616,732,173,-1132,573660,30639,-16226,10460,9140,4421,-22168,573661,25776,13960,10872,-7066,6073,-19864,573661,17585,-30592,1136,-1620,3363,-9306,573702,20568,26976,2480,1453,-3302,8552,83,1,-0.1172801167043018,0.32500387367511896,-0.16951211392422344,0.9229753515424634,-0.48903062036659617,-0.5946034740938702,-2.736219725592768,0.0,0.0,0.0,-32636.493492414644,-1251.183801087056,-11623.171370243517
4895,573703,-28903,-4799,-14704,-1048,9495,-3482,573703,31039,-22792,9674,5208,9367,-18058,573704,-31136,13472,10768,-3084,19221,-17208,573704,17377,-28160,3320,986,3937,-6856,573745,23984,23304,2240,-194,320,3744,83,1,0.5067081010264037,-0.7885544820835786,-0.09501802396993822,0.3352615460516804,-1.8652695045147045,0.447209542611172,0.574023157926636,0.0,0.0,0.0,-28898.759102590146,-4790.538374534,-14701.433666456844
4896,573746,-28727,-3223,-16312,748,1721,-574,573746,32135,-15144,10302,12928,16397,-13732,573747,31000,10432,7720,2124,20235,-17090,573747,24217,-29784,6152,524,9439,-4716,573788,21328,24312,4952,-1064,1093,-1306,83,1,0.5071388519636747,-0.11312681590967377,0.33624568438598257,-0.7854625058415627,-0.7098375411851618,0.1640678360283048,-2.0558849546632594,0.0,0.0,0.0,-28725.398252827294,-3216.6947284491216,-16319.338142877248
4897,573789,-26023,-5871,-17832,-562,1985,-1342,573789,-29855,-15404,13446,8066,16101,-11362,573790,26776,8840,8968,1100,19551,-14466,573790,18369,-27680,5520,302,5301,-1296,573831,24208,28161,-952,-3736,4577,-1124,83,1,-0.7041440678896438,0.3294893369737782,0.539925356756096,-0.3226430188431284,-1.3296103809325075,-0.5796792406761625,1.318604163943135,0.0,0.0,0.0,-26028.371647507796,-5863.032859653561,-17833.959709665898
4898,573832,-25063,-3775,-18248,-1578,3957,-1034,573832,32387,-12682,16034,7302,14737,-8388,573833,25816,5408,3528,-1048,11571,-9868,573833,19929,-29984,3840,-270,6475,-182,573874,21664,24800,944,-3035,-322,6,83,1,-0.460806714147787,0.42475687574347976,-0.42931322545812795,0.6503298571891779,-1.2933171905183527,-0.15745309971397603,-1.7897044030294447,0.0,0.0,0.0,-25064.537715309045,-3765.685133318854,-18250.653125433015
4899,573875,-22119,-5199,-20056,-282,3154,452,573875,-32549,-11352,17398,4618,8751,-3496,573876,28904,7496,4520,412,6401,-5406,573876,18457,-28800,3464,870,4099,-288,573917,24944,27672,3640,-117,-1537,-196,83,1,0.35428753641993277,-0.6476907865640943,-0.5848617918569955,0.33602629504743264,-2.1214533419955246,0.020865297879993187,1.480608482419763,0.0,0.0,0.0,-22118.795396173377,-5190.644779032744,-20050.869814420028
4900,573918,-18175,-6231,-20840,-786,4888,1194,573918,-31339,-13484,16256,572,980,1564,573919,24088,6936,5168,-271,-1280,1486,573919,20297,-28904,4848,-1397,-631,-798,573960,24416,27656,1496,2287,-1187,-2266,83,1,0.38948609701707315,-0.5269353197065215,0.4284683380580596,-0.6221371491543946,-1.4888394813350159,-0.3277220515282174,-1.7205770867387016,0.0,0.0,0.0,-18178.156634656916,-6221.746444051969,-20840.760094850593
4901,573961,-22191,-4127,-20448,-2347,-2172,898,573961,-32629,-14820,15482,-4347,-6432,6002,573962,25880,7336,4216,-1615,-6340,7172,573962,20921,-28160,6744,-4103,-3558,736,574003,21016,27400,2184,4213,-3811,-2334,83,1,0.08773485009821526,-0.5818022176436027,0.34012138345643006,0.7335708692000479,1.3438757878417684,1.151233988972464,-2.426675677390506,0.0,0.0,0.0,-22182.043907093357,-4130.892432149613,-20448.898752485788
4902,574004,-24495,-4775,-17664,-2702,2184,546,574004,-32399,-12818,15608,-7727,-13362,10390,574005,26712,6192,4640,-1789,-17714,13288,574005,19961,-30240,4424,-2291,-6272,1670,574046,20216,24824,1064,5183,-4977,-2332,83,1,-0.7692844871455798,-0.4864931092734326,-0.4089473900941562,-0.06548178832170247,1.3356304233966585,0.6010162013984027,0.6492600631722102,0.0,0.0,0.0,-24489.45452684074,-4782.865525788376,-17665.88457309086
4903,574047,-30039,-3839,-15840,-4750,477,-1246,574047,30167,-15874,14498,-6545,-18898,12056,574048,26664,6288,4784,-1757,-17842,13338,574048,19897,-29119,-416,-1825,-5566,2626,574089,11464,24193,-344,3373,-4209,-2168,83,1,-0.46086556585467525,0.8401982328333378,-0.14245179463760788,-0.2477445175129229,-2.1421075440692854,0.5795067267688383,-0.013172634697807543,0.0,0.0,0.0,-30033.629767983162,-3832.0975544294674,-15835.562969748395
4904,574090,-29447,-3535,-14544,-2412,11201,-1842,574090,30765,-16580,15442,-1591,-19370,15206,574091,32664,4184,5176,1539,-15876,19134,574091,15209,-29912,560,-93,-17320,5714,574132,21408,-32488,3888,-3186,2527,-18,83,1,0.2688191887445757,0.3647478492106524,-0.2611904992437466,0.8523348950757054,-0.39506538306783767,-0.8667059076659335,2.7152382230438126,0.0,0.0,0.0,-29454.474635257346,-3532.556760317015,-14549.859248402623
4905,574133,32024,1977,-11376,382,8733,-1136,574133,29475,-16814,10080,3381,-13668,17294,574134,29832,7000,10408,6781,-8074,18084,574134,13633,-27856,3280,3567,-8124,4416,574175,19936,22385,-152,854,739,-2250,83,1,0.3558282772999329,-0.7949208256196585,0.3472804303721683,0.34768293134757766,-2.5708478249818163,0.9271372350399907,-0.5325244253078923,0.0,0.0,0.0,32031.844390331935,1980.1795479541356,-11371.047586512606
4906,574176,-32335,-199,-10840,6378,17174,648,574176,29487,-16542,2776,3767,-8528,22066,574177,-26392,10816,12688,8331,-628,13378,574177,11913,-25056,3624,3495,-7572,4634,574218,22616,26168,0,-1796,6239,-4330,83,1,-0.05912700981815382,-0.193984625621259,0.484314198628596,-0.8510662246495774,-1.0538532044071802,-0.3978743673339741,-3.046800277605778,0.0,0.0,0.0,-32338.79968094808,-191.14068148358413,-10844.468100421078
4907,574219,-30655,-4183,-6960,6790,19274,1090,574219,27515,-19810,3318,-1973,-10266,24710,574220,-28568,20064,11176,2929,-10626,18994,574220,17201,-28512,5584,2820,168,5772,574261,19816,27368,2696,-2220,249,-9096,83,1,-0.34673809305518954,0.8067927312785251,-0.32536981300836026,-0.35070310572262253,-2.5687006603439753,0.9133013940009233,-0.4792583528430449,0.0,0.0,0.0,-30647.23778498376,-4179.751300663934,-6954.963696307013
4908,574262,32513,-4063,-6368,3782,3857,-396,574262,29189,-24004,912,-3527,-11056,25108,574263,-32048,21816,12456,9077,-6736,16356,574263,17737,-31832,8272,3746,1150,9112,574304,19360,23705,-488,-3238,7017,-11026,83,1,-0.36363183441822766,0.04630085593548321,-0.4387405562355438,0.8204479532861313,-0.8897395628350837,0.24556579173903123,-2.4247326174891066,0.0,0.0,0.0,32515.384047429332,-4055.6097035278935,-6373.989175246356
4909,574305,31857,-3599,-5240,3170,9606,1312,574305,25239,-23476,1248,-5763,-7152,25386,574306,-25496,19328,11720,9799,-1302,15126,574306,18713,-29360,4872,1430,5382,10764,574347,20168,28264,3736,-4472,7639,-13640,83,1,0.28968209434477227,-0.9415900984719151,-0.09772294278481992,0.14121826060800566,-2.5153453456144095,0.21088181228437586,0.27533519035881,0.0,0.0,0.0,31859.052750124956,-3593.3795724321308,-5232.230354248659
4910,574348,31217,-3431,-1264,6852,-17746,2504,574348,20483,-26382,986,-6955,-6694,24784,574349,-25016,23096,13216,8095,-9084,22376,574349,18065,-30120,4016,470,970,14766,574390,19152,27816,4936,-3986,1871,-17002,83,1,0.2289511238996372,0.21639914100891536,-0.0951205579735047,0.9443012623556668,-0.09044275980521363,-0.4692840839910344,2.6874953941525495,0.0,0.0,0.0,31212.564963314235,-3430.210022633497,-1272.710727270373
4911,574391,29905,-4408,152,1842,14958,1426,574391,17871,-28348,568,-5993,-8026,26048,574392,-21656,19520,16032,7597,-3798,21000,574392,14761,-31400,4584,1581,-1422,17266,574433,15648,29304,5680,-2626,4349,-18336,83,1,-0.01978199766371056,-0.9127067462209726,0.32010530010769633,0.25319491466875815,2.9178394405007486,0.4662287757017241,-0.7279697853838595,0.0,0.0,0.0,29909.408292847904,-4409.943760344415,160.54161191538768
4912,574434,28177,-3656,80,192,9602,2046,574434,15597,-28699,-306,-8823,-3248,26952,574435,-23536,19808,14280,1172,1244,26604,574435,12737,-29792,4536,3483,-672,18816,574476,10672,30312,4952,-872,973,-18682,83,1,-0.3481104276723321,-0.19056219988110037,0.17903100573671046,-0.9002516743151125,-0.2162780505610863,-0.48674680154390665,2.457546254379201,0.0,0.0,0.0,28172.412910052793,-3654.139947711667,71.53423390806242
4913,574477,24457,-4176,2008,2292,10252,2272,574477,15401,-28321,-2412,-6957,-2274,27920,574478,-18560,21384,10752,4699,-1226,24818,574478,8793,-30952,5032,3381,-1614,20608,574519,12056,29072,3464,-3186,2889,-19360,83,1,0.056929564650952474,0.8205117507207482,-0.48205593018014614,-0.3018966243202792,2.6990012848900418,0.456192287991494,-1.166722049632453,0.0,0.0,0.0,24461.32015281726,-4179.770508546747,2015.9554967888198
4914,574520,25233,-3560,2896,2148,9842,1206,574520,12853,-26802,1282,-2842,12220,27560,574521,-15208,23920,7752,3664,7000,24502,574521,6313,-30640,5840,3542,3030,18912,574562,7464,26216,1320,-5902,875,-18528,83,1,0.33034527360810567,0.2556887399065177,-0.11097033968661542,0.9017654086288963,-0.036931624993729116,-0.5638682101613645,2.4499919737208224,0.0,0.0,0.0,25227.75874199412,-3559.693960990878,2887.7171297931695
4915,574563,23425,-4616,3936,-116,12230,2,574563,9987,-24422,1720,-3578,11552,26448,574564,-16024,21760,7416,5272,5786,25260,574564,2881,32384,6816,5729,-2666,19154,574605,8408,31648,4952,-9178,5011,-17520,83,1,0.1159400612448834,-0.9027553762834225,0.3208178092928313,0.2620430614049099,-3.0923435417090674,0.5793890980735268,-0.6682296904423619,0.0,0.0,0.0,23430.369266771966,-4615.596016372928,3944.1962281436654
4916,574606,22713,-3976,5792,1446,9941,-538,574606,7939,-22855,-1390,-5862,12182,24722,574607,-13272,23168,5776,4974,4890,24034,574607,-615,-30008,8976,3341,-86,17688,574648,424,27872,6656,-7394,157,-15804,83,1,-0.17208795278786734,-0.268395591954347,0.10713909265636663,-0.9417381576369978,-0.13061181801911767,-0.5732810220043041,2.818661051148942,0.0,0.0,0.0,22707.680957035845,-3974.926969620055,5783.831354336753
4917,574649,20833,-2088,3336,-651,-3303,-1412,574649,7817,-22304,1660,-3976,11190,19648,574650,-12752,20192,7408,7658,5546,22834,574650,-455,-28152,7704,2616,2052,13328,574691,2008,32512,6496,-10500,1081,-11308,83,1,-0.31976375586402606,-0.86983079495171,0.2226751808476826,0.3025909655357537,2.295918620596257,0.3941234363771916,-0.6804305049592251,0.0,0.0,0.0,20836.76574355665,-2094.776784668834,3342.0053933460113
4918,574692,21729,-2888,2192,152,19027,-520,574692,7417,-28498,422,-7652,5026,18212,574693,-15984,21848,7376,6226,4190,16220,574693,-2807,31896,9008,5798,6558,8508,574734,-3064,29448,7968,-7439,-671,-9474,83,1,-0.20904969298295434,-0.315670333132994,-0.33980585793381507,-0.8609195348912121,0.8993716504157756,-0.4131113656399378,2.46357567224319,0.0,0.0,0.0,21725.06301354141,-2895.0320797654854,2186.412480333884
4919,574735,27665,-4192,3464,-1388,11617,-10,574735,8363,-31446,5850,-5496,10102,19804,574736,-11744,26600,4848,2860,6960,12766,574736,-3799,-30600,7144,3790,2600,6012,574777,-1944,32064,9200,-8225,-4265,-6266,83,1,0.29742248903495594,0.877200364585317,-0.10860727104208356,-0.36092082797260405,2.3238312280562097,0.6047972156428472,-0.5150906165138697,0.0,0.0,0.0,27670.57601484384,-4197.88590704328,3469.5167509425078
4920,574778,31505,-4536,4144,-2872,8788,92,574778,6375,32542,3104,-1008,11418,12838,574779,-11136,28736,5032,7075,-1634,11184,574779,-3295,31720,7256,7234,1612,3288,574820,1496,30976,8384,-6222,3641,-5398,83,1,0.3824958483259446,0.2590526810090452,0.384879824407449,0.7990345144232088,0.9598623548987283,-0.11984084617309067,2.1862364907284624,0.0,0.0,0.0,31503.82757383909,-4543.975137266924,4138.41493180942
4921,574821,-31383,-3320,6312,-3540,11468,80,574821,2407,32520,732,-1794,5952,8912,574822,-13288,28624,6320,4842,216,10774,574822,-6647,32000,10064,8166,1762,1412,574863,-768,29608,13168,-4713,-757,-6968,83,1,-0.2934714950010161,-0.8715315890694674,0.13127494043507737,0.37023514269945323,2.3087882776271598,0.6044290043439654,-0.5730398483987692,0.0,0.0,0.0,-31377.426955939227,-3325.969744735171,6317.428969691947
4922,574864,-31807,-3760,4720,-3076,6986,558,574864,5999,-32141,-3854,518,2646,8318,574865,-12448,29736,9240,2766,3206,10002,574865,-3263,-31544,10992,3273,-2744,1722,574906,-13456,28752,15304,-1301,-6129,-3682,83,1,-0.5008802999493864,-0.22179170139108637,-0.3513861965736705,-0.759246407416031,0.8569469411873132,0.015216329306969712,1.9822051876844926,0.0,0.0,0.0,-31806.850784542497,-3767.4114699065076,4713.579857260569
4923,574907,-29855,-5928,2720,-2380,3752,636,574907,5711,-32651,-210,-1136,7522,7612,574908,-20064,27352,8280,3607,-1578,3168,574908,-4583,-32592,12944,2692,1904,4,574949,-3352,-32272,12472,1577,-3090,1150,83,1,0.2724814521486907,0.845317405944294,0.007489432662679864,-0.45949564724917835,2.328400792126117,0.8961386146017383,-0.3904657960560403,0.0,0.0,0.0,-29847.341783035445,-5932.4500999337215,2724.209359538714
4924,574950,-31567,-7784,3472,-5290,5560,738,574950,3521,31804,418,-2764,13780,2948,574951,-20064,27352,8280,3589,-1550,3092,574951,-3647,-31512,13488,460,1707,-932,574992,-1736,29424,8952,2831,-2964,1816,83,1,0.6220637097427439,0.1560758001000731,0.43092129312056227,0.6348101486109999,0.9069521600020084,0.3447527571105177,1.7603721115535547,0.0,0.0,0.0,-31563.685705410997,-7791.26951864881,3466.3131789007907
4925,574993,-31863,-2792,8480,-2914,6374,108,574993,-651,32029,-1026,-2030,5393,-2102,574994,-7608,30688,5840,1535,-437,-1784,574994,-4063,-31344,10560,-1090,2641,-2556,575035,4936,30792,8608,2466,4974,1572,83,1,-0.3278489324793925,-0.8269296931391069,0.30548003428339376,0.3396826588614758,2.2073904022291804,0.36985983360145885,-0.895858481993846,0.0,0.0,0.0,-31859.45504560145,-2799.352521861173,8485.435448906546
4926,575036,-32255,-768,7648,750,3242,354,575036,-2433,-32349,-2832,1781,-2763,-1936,575037,-9424,28320,7120,-8,2815,-1226,575037,481,32216,11496,-748,2619,-2020,575578,-1760,29200,10104,-743,-588,1020,84,1,-0.1562779132266651,-0.39478303550665195,-0.14482042682373417,-0.8937284893569545,0.5340748660629897,-0.7213422963135748,2.589734191149533,0.0,0.0,0.0,-32261.476245207206,-771.7486117770221,7641.66150317632
4927,575579,32497,-4032,8960,-160,1495,-78,575579,463,-32739,-2460,755,-388,110,575580,-8072,29784,4472,122,6532,1622,575580,-767,-31744,11400,369,-301,-32,575621,4512,-30280,5640,893,-650,592,84,1,0.045068385887185564,0.8834030089697299,-0.09007630531937327,-0.457661691161454,2.867767996752977,0.9280960502246163,-0.34092213903740076,0.0,0.0,0.0,32504.85002957256,-4033.5894230354843,8965.658723738326
4928,575622,-32207,-4112,10008,2134,1956,528,575622,2151,-31611,-3806,344,1320,962,575623,-12304,28944,11280,1702,2188,82,575623,-343,-31832,10776,174,393,-36,575664,-1896,29352,8688,-734,32,952,84,1,-0.4968446375719276,0.35056064211989446,-0.4632539222938207,0.6447080314312036,-1.2397662982146824,0.008312027007316388,-1.8343511688175478,0.0,0.0,0.0,-32206.918487798965,-4102.72609234887,10004.812779131926
4929,575665,-32727,-3720,8072,338,626,44,575665,-445,31405,-1488,648,908,354,575666,-7512,31024,2616,444,5800,2640,575666,-31,32656,11144,500,459,-342,575707,6640,-29288,4608,958,1167,-282,84,1,0.12984286714574741,-0.7736564891024977,-0.21515957880745865,0.5816380509976677,-2.1415383532775496,1.004888582214133,1.1257897459958137,0.0,0.0,0.0,-32718.72218484936,-3715.5752635501754,8074.840751292167
4930,575708,-31943,-3752,9016,2080,1702,882,575708,1105,-31789,-3410,889,-2088,360,575709,-7440,31056,2408,454,5806,2560,575709,-1183,-31160,12120,94,382,180,575750,-560,28856,8872,-785,-2061,-1076,84,1,0.5212655299379841,-0.34871870551780393,0.738995722166288,-0.24609517333825595,-2.0029464013087366,0.6419894812396795,-1.8404442196858135,0.0,0.0,0.0,-31937.127875919872,-3744.8678525153227,9019.28953116217
